Variant ID,Round ID,Review Cycle,Source Asset ID,Source Video,Source Video Description,Date Posted,Time Posted,Day of Week,Phase,Test Variable,Variant Category,Exact Hook / Variant Wording,Modality,Country,Format Type,Video Length (sec),Predicted Best Performing Hook,Human Prediction Rank,Prediction Confidence,Prediction Rationale,Views 24h,3-Sec Retention % 24h,Avg Watch Time (sec) 24h,Watch % of Length 24h,Saves 24h,Shares 24h,Comments 24h,Follows from Reel 24h,Views 48h,3-Sec Retention % 48h,Avg Watch Time (sec) 48h,Watch % of Length 48h,Saves 48h,Shares 48h,Comments 48h,Follows from Reel 48h,Decision Score 48h,Promoted to Feed (Y/N),Date Promoted,Winner of Round (Y/N),Prediction Correct (Round),Views 7d,3-Sec Retention % 7d,Avg Watch Time (sec) 7d,Watch % of Length 7d,Saves 7d,Shares 7d,Comments 7d,Follows from Reel 7d,7d Distribution Context,Notes / Anomalies
R29V5,R29,Aug 3 – Aug 16,SRC-029,The Restaurant With No Sign,A hard-to-find restaurant setup pays off with a family-style meal and no formal signage.,2026-08-06,10:00 AM,Thursday,Phase 1 — Hook,Hook Type,Cold Open / Visual-only,[No opening text; start on the handwritten arrow taped to a wall],Existing visual/audio opening; hook layer removed,Georgia,Food / discovery,34,N,3,High,,241,41.2,12.4,36.4,1,2,0,0,326,41.4,11.9,35.0,2,4,0,0,38.0,N,,N,Y,360,40.3,11.8,34.7,2,4,0,0,Trial-reel distribution only; not promoted,
R30V1,R30,Aug 3 – Aug 16,SRC-030,The Beach You Reach by Ladder,A short descent by metal ladder opens into a hidden swimming cove.,2026-08-07,11:30 AM,Friday,Phase 1 — Hook,Hook Type,Credential,Harvard students climb down a ladder to reach a beach in Malta,Text overlay + matched opening audio,Malta,Adventure / reveal,26,N,3,Medium,,128,55.1,6.5,24.8,0,0,0,0,167,56.9,6.7,25.7,1,1,0,0,46.8,Y,2026-08-09,Y,N,1274,50.3,6.2,23.9,6,6,0,0,Promoted to main feed after 48h; 7d reflects trial + feed distribution,
R30V2,R30,Aug 3 – Aug 16,SRC-030,The Beach You Reach by Ladder,A short descent by metal ladder opens into a hidden swimming cove.,2026-08-07,11:30 AM,Friday,Phase 1 — Hook,Hook Type,Numbered / Specific,37 ladder rungs to get to this swimming spot,Text overlay + matched opening audio,Malta,Adventure / reveal,26,N,4,Medium,,99,47.1,4.7,18.1,0,0,0,0,143,46.7,4.5,17.2,1,1,0,0,38.1,N,,N,N,154,45.7,4.3,16.7,1,1,0,0,Trial-reel distribution only; not promoted,
R30V3,R30,Aug 3 – Aug 16,SRC-030,The Beach You Reach by Ladder,A short descent by metal ladder opens into a hidden swimming cove.,2026-08-07,11:30 AM,Friday,Phase 1 — Hook,Hook Type,POV / Direct-address,POV: the beach entrance is straight down,Text overlay + matched opening audio,Malta,Adventure / reveal,26,Y,1,Medium,"Two treatments felt viable, but this one had the clearest immediate promise and cleanest first-frame fit.",115,56.3,6.5,25.2,0,1,0,0,152,55.1,6.7,25.9,0,2,0,0,45.6,N,,N,N,168,55.2,6.8,26.2,0,2,0,0,Trial-reel distribution only; not promoted,
R30V4,R30,Aug 3 – Aug 16,SRC-030,The Beach You Reach by Ladder,A short descent by metal ladder opens into a hidden swimming cove.,2026-08-07,11:30 AM,Friday,Phase 1 — Hook,Hook Type,Contrarian / Pattern-break,The worst beach entrance had the best water,Text overlay + matched opening audio,Malta,Adventure / reveal,26,N,2,Medium,,96,49.1,5.7,22.0,0,0,0,0,143,48.8,5.7,22.0,1,2,0,0,41.2,N,,N,N,151,48.2,5.5,21.2,1,2,0,0,Trial-reel distribution only; not promoted,
R30V5,R30,Aug 3 – Aug 16,SRC-030,The Beach You Reach by Ladder,A short descent by metal ladder opens into a hidden swimming cove.,2026-08-07,11:30 AM,Friday,Phase 1 — Hook,Hook Type,Cold Open / Visual-only,[No opening text; start looking straight down the ladder toward the cove],Existing visual/audio opening; hook layer removed,Malta,Adventure / reveal,26,N,5,Medium,,117,47.8,4.9,19.0,0,0,0,0,153,48.4,4.8,18.4,1,1,0,0,39.5,N,,N,N,160,48.5,4.9,18.9,1,1,0,0,Trial-reel distribution only; not promoted,
R31V1,R31,Aug 3 – Aug 16,SRC-031,Library With a View,A calm architecture reel built around a library reading room overlooking the city.,2026-08-08,1:00 PM,Saturday,Phase 1 — Hook,Hook Type,Credential,Harvard students find a library in Seoul with a better skyline than our hotel,Text overlay + matched opening audio,South Korea,Quiet / architecture,32,N,5,Low,,799,55.4,7.9,24.7,5,15,2,1,1281,54.9,7.8,24.3,12,22,5,3,46.8,N,,N,Y,1421,55.4,7.6,23.9,12,23,5,3,Trial-reel distribution only; not promoted,
R31V2,R31,Aug 3 – Aug 16,SRC-031,Library With a View,A calm architecture reel built around a library reading room overlooking the city.,2026-08-08,1:00 PM,Saturday,Phase 1 — Hook,Hook Type,Numbered / Specific,"3 floors up, this free reading room has the view we paid for elsewhere",Text overlay + matched opening audio,South Korea,Quiet / architecture,32,N,3,Low,,877,54.2,6.2,19.4,7,5,0,2,1156,52.5,6.5,20.4,14,11,2,5,44.1,N,,N,Y,1358,51.5,6.4,20.2,15,12,2,6,Trial-reel distribution only; not promoted,
R31V3,R31,Aug 3 – Aug 16,SRC-031,Library With a View,A calm architecture reel built around a library reading room overlooking the city.,2026-08-08,1:00 PM,Saturday,Phase 1 — Hook,Hook Type,POV / Direct-address,POV: you came to read and accidentally found a skyline deck,Text overlay + matched opening audio,South Korea,Quiet / architecture,32,Y,1,Low,No hook had an obvious edge before posting; this was a preference rather than a conviction call.,1023,67.4,9.3,29.1,5,7,1,1,1389,66.0,9.3,29.0,11,13,4,2,54.6,Y,2026-08-10,Y,Y,15790,63.4,8.0,24.9,89,102,38,16,Promoted to main feed after 48h; 7d reflects trial + feed distribution,
R31V4,R31,Aug 3 – Aug 16,SRC-031,Library With a View,A calm architecture reel built around a library reading room overlooking the city.,2026-08-08,1:00 PM,Saturday,Phase 1 — Hook,Hook Type,Contrarian / Pattern-break,The quietest stop gave us one of the loudest views,Text overlay + matched opening audio,South Korea,Quiet / architecture,32,N,4,Low,,654,50.7,6.2,19.5,6,8,2,2,1046,50.6,5.8,18.0,13,14,3,4,42.6,N,,N,Y,1104,50.0,6.0,18.6,13,14,3,4,Trial-reel distribution only; not promoted,
R31V5,R31,Aug 3 – Aug 16,SRC-031,Library With a View,A calm architecture reel built around a library reading room overlooking the city.,2026-08-08,1:00 PM,Saturday,Phase 1 — Hook,Hook Type,Cold Open / Visual-only,[No opening text; start on a book lowering to reveal the skyline],Existing visual/audio opening; hook layer removed,South Korea,Quiet / architecture,32,N,2,Low,,742,54.2,8.1,25.2,6,7,1,2,1139,52.4,7.8,24.5,13,12,3,4,44.7,N,,N,Y,1318,52.9,7.7,24.1,15,13,3,4,Trial-reel distribution only; not promoted,
R32V1,R32,Aug 3 – Aug 16,SRC-032,Bus Driver’s Dinner Stop,An intercity bus makes an unannounced dinner stop that becomes the unexpected highlight.,2026-08-09,10:00 AM,Sunday,Phase 1 — Hook,Hook Type,Credential,Harvard travelers follow our Albanian bus driver into a roadside dinner stop,Text overlay + matched opening audio,Albania,Local moment / food,39,N,3,Medium,,333,61.0,13.8,35.5,2,3,1,0,493,59.1,14.2,36.4,5,5,2,0,51.1,N,,N,Y,569,59.1,13.8,35.4,5,5,2,0,Trial-reel distribution only; not promoted,
R32V2,R32,Aug 3 – Aug 16,SRC-032,Bus Driver’s Dinner Stop,An intercity bus makes an unannounced dinner stop that becomes the unexpected highlight.,2026-08-09,10:00 AM,Sunday,Phase 1 — Hook,Hook Type,Numbered / Specific,Our bus stopped for 22 minutes and nobody told us why,Text overlay + matched opening audio,Albania,Local moment / food,39,N,4,Medium,,360,54.5,14.6,37.3,2,3,0,1,468,55.6,14.0,35.8,4,6,1,2,49.0,N,,N,Y,546,55.7,14.3,36.7,4,6,1,2,Trial-reel distribution only; not promoted,
R32V3,R32,Aug 3 – Aug 16,SRC-032,Bus Driver’s Dinner Stop,An intercity bus makes an unannounced dinner stop that becomes the unexpected highlight.,2026-08-09,10:00 AM,Sunday,Phase 1 — Hook,Hook Type,POV / Direct-address,POV: everyone gets off the bus and you just follow them,Text overlay + matched opening audio,Albania,Local moment / food,39,N,2,Medium,,274,51.2,12.8,32.8,2,2,0,0,404,52.8,12.9,33.0,3,4,1,1,45.9,N,,N,Y,466,52.7,13.0,33.3,3,4,1,1,Trial-reel distribution only; not promoted,
R32V4,R32,Aug 3 – Aug 16,SRC-032,Bus Driver’s Dinner Stop,An intercity bus makes an unannounced dinner stop that becomes the unexpected highlight.,2026-08-09,10:00 AM,Sunday,Phase 1 — Hook,Hook Type,Contrarian / Pattern-break,The unplanned bus stop was better than our planned dinner,Text overlay + matched opening audio,Albania,Local moment / food,39,N,5,Medium,,352,54.0,12.8,32.8,1,1,0,1,453,52.4,13.2,33.8,3,2,0,2,45.4,N,,N,Y,484,52.9,13.5,34.7,3,2,0,2,Trial-reel distribution only; not promoted,
R32V5,R32,Aug 3 – Aug 16,SRC-032,Bus Driver’s Dinner Stop,An intercity bus makes an unannounced dinner stop that becomes the unexpected highlight.,2026-08-09,10:00 AM,Sunday,Phase 1 — Hook,Hook Type,Cold Open / Visual-only,[No opening text; start on the bus doors opening in the middle of nowhere],Existing visual/audio opening; hook layer removed,Albania,Local moment / food,39,Y,1,Medium,"Two treatments felt viable, but this one had the clearest immediate promise and cleanest first-frame fit.",349,60.2,14.9,38.1,4,1,0,0,465,61.1,15.6,40.0,7,3,1,0,53.3,Y,2026-08-11,Y,Y,3917,57.7,14.8,37.8,51,22,6,0,Promoted to main feed after 48h; 7d reflects trial + feed distribution,
R33V1,R33,Aug 3 – Aug 16,SRC-033,The Mountain Café Test,A simple hot-drink comparison at altitude uses environment and reaction as the hook.,2026-08-10,11:30 AM,Monday,Phase 1 — Hook,Hook Type,Credential,"Harvard travelers test whether coffee actually tastes better at 9,000 feet",Text overlay + matched opening audio,Nepal,Food / altitude,30,N,2,High,,213,40.4,8.5,28.4,1,0,0,0,281,40.3,9.2,30.6,2,1,0,0,35.6,N,,N,Y,328,40.9,9.2,30.8,2,1,0,0,Trial-reel distribution only; not promoted,
R33V2,R33,Aug 3 – Aug 16,SRC-033,The Mountain Café Test,A simple hot-drink comparison at altitude uses environment and reaction as the hook.,2026-08-10,11:30 AM,Monday,Phase 1 — Hook,Hook Type,Numbered / Specific,"Coffee at 9,000 feet vs. sea level — we had a clear winner",Text overlay + matched opening audio,Nepal,Food / altitude,30,Y,1,High,Strong fit between the opening idea and the source footage; team would normally publish this treatment without a debate.,247,52.4,11.5,38.5,2,3,0,0,335,52.2,11.4,38.1,4,5,0,0,47.1,Y,2026-08-12,Y,Y,3164,49.4,10.1,33.8,30,40,0,0,Promoted to main feed after 48h; 7d reflects trial + feed distribution,
R33V3,R33,Aug 3 – Aug 16,SRC-033,The Mountain Café Test,A simple hot-drink comparison at altitude uses environment and reaction as the hook.,2026-08-10,11:30 AM,Monday,Phase 1 — Hook,Hook Type,POV / Direct-address,POV: your coffee shop requires a two-hour climb,Text overlay + matched opening audio,Nepal,Food / altitude,30,N,4,High,,224,44.8,9.5,31.7,1,0,0,0,290,43.5,9.8,32.7,2,2,0,1,38.9,N,,N,Y,337,44.4,9.8,32.7,2,2,0,1,Trial-reel distribution only; not promoted,
R33V4,R33,Aug 3 – Aug 16,SRC-033,The Mountain Café Test,A simple hot-drink comparison at altitude uses environment and reaction as the hook.,2026-08-10,11:30 AM,Monday,Phase 1 — Hook,Hook Type,Contrarian / Pattern-break,Altitude should not improve instant coffee this much,Text overlay + matched opening audio,Nepal,Food / altitude,30,N,3,High,,182,40.4,9.7,32.2,1,1,0,0,274,39.1,9.9,32.9,2,3,0,0,35.9,N,,N,Y,334,38.7,9.6,32.0,2,3,0,0,Trial-reel distribution only; not promoted,
R33V5,R33,Aug 3 – Aug 16,SRC-033,The Mountain Café Test,A simple hot-drink comparison at altitude uses environment and reaction as the hook.,2026-08-10,11:30 AM,Monday,Phase 1 — Hook,Hook Type,Cold Open / Visual-only,[No opening text; start on steam rising with the mountain behind it],Existing visual/audio opening; hook layer removed,Nepal,Food / altitude,30,N,5,High,,225,40.5,8.9,29.5,0,0,0,0,292,42.4,9.4,31.3,1,1,1,1,37.2,N,,N,Y,340,43.3,9.7,32.2,1,1,1,1,Trial-reel distribution only; not promoted,
R34V1,R34,Aug 3 – Aug 16,SRC-034,Sunset From the Parking Garage,A cheap skyline viewpoint comes from the top level of an ordinary parking garage.,2026-08-11,1:00 PM,Tuesday,Phase 1 — Hook,Hook Type,Credential,Harvard students find a free Sydney sunset view on top of a parking garage,Text overlay + matched opening audio,Australia,Urban scenic / tip,22,N,4,High,,235,54.8,7.6,34.4,1,1,0,0,308,55.6,8.0,36.2,2,3,0,1,48.5,N,,N,Y,345,56.2,7.8,35.4,2,3,0,1,Trial-reel distribution only; not promoted,
R34V2,R34,Aug 3 – Aug 16,SRC-034,Sunset From the Parking Garage,A cheap skyline viewpoint comes from the top level of an ordinary parking garage.,2026-08-11,1:00 PM,Tuesday,Phase 1 — Hook,Hook Type,Numbered / Specific,"$0 view, 9 floors up, no reservation",Text overlay + matched opening audio,Australia,Urban scenic / tip,22,N,3,High,,186,48.7,8.5,38.8,0,2,0,0,273,49.9,8.2,37.2,1,4,1,1,44.8,N,,N,Y,294,49.2,8.0,36.2,1,4,1,1,Trial-reel distribution only; not promoted,
R34V3,R34,Aug 3 – Aug 16,SRC-034,Sunset From the Parking Garage,A cheap skyline viewpoint comes from the top level of an ordinary parking garage.,2026-08-11,1:00 PM,Tuesday,Phase 1 — Hook,Hook Type,POV / Direct-address,POV: the best sunset spot is above rental cars,Text overlay + matched opening audio,Australia,Urban scenic / tip,22,N,5,High,,176,51.7,7.8,35.7,0,1,0,0,284,50.2,7.6,34.4,1,3,0,0,43.7,N,,N,Y,317,50.2,7.4,33.4,1,3,0,0,Trial-reel distribution only; not promoted,
R34V4,R34,Aug 3 – Aug 16,SRC-034,Sunset From the Parking Garage,A cheap skyline viewpoint comes from the top level of an ordinary parking garage.,2026-08-11,1:00 PM,Tuesday,Phase 1 — Hook,Hook Type,Contrarian / Pattern-break,Stop paying for rooftop bars if the garage next door looks like this,Text overlay + matched opening audio,Australia,Urban scenic / tip,22,Y,1,High,Strong fit between the opening idea and the source footage; team would normally publish this treatment without a debate.,201,60.0,8.5,38.5,1,2,0,0,314,61.0,8.9,40.6,3,4,0,0,53.5,Y,2026-08-13,Y,Y,1335,55.8,8.2,37.5,9,11,0,0,Promoted to main feed after 48h; 7d reflects trial + feed distribution,
R34V5,R34,Aug 3 – Aug 16,SRC-034,Sunset From the Parking Garage,A cheap skyline viewpoint comes from the top level of an ordinary parking garage.,2026-08-11,1:00 PM,Tuesday,Phase 1 — Hook,Hook Type,Cold Open / Visual-only,[No opening text; start on the elevator doors opening to sunset],Existing visual/audio opening; hook layer removed,Australia,Urban scenic / tip,22,N,2,High,,194,51.7,7.0,32.0,1,1,0,0,267,51.2,7.3,33.3,3,3,0,1,45.5,N,,N,Y,281,51.8,7.5,34.3,3,3,0,1,Trial-reel distribution only; not promoted,
R35V1,R35,Aug 3 – Aug 16,SRC-035,The 4 A.M. Fish Auction,A very early fish auction uses sensory footage and a short explainer arc.,2026-08-11,10:00 AM,Tuesday,Phase 1 — Hook,Hook Type,Credential,Harvard travelers wake up at 3:30 a.m. for a fish auction in Da Nang,Text overlay + matched opening audio,Vietnam,Culture / morning,41,Y,1,Low,No hook had an obvious edge before posting; this was a preference rather than a conviction call.,137,49.9,15.1,36.7,1,1,0,0,208,48.1,15.4,37.5,2,2,0,1,43.8,Y,2026-08-13,Y,Y,1667,45.4,14.9,36.2,12,10,0,6,Promoted to main feed after 48h; 7d reflects trial + feed distribution,
R35V2,R35,Aug 3 – Aug 16,SRC-035,The 4 A.M. Fish Auction,A very early fish auction uses sensory footage and a short explainer arc.,2026-08-11,10:00 AM,Tuesday,Phase 1 — Hook,Hook Type,Numbered / Specific,What happens at this market before 5 a.m.,Text overlay + matched opening audio,Vietnam,Culture / morning,41,N,3,Low,,100,37.2,12.3,29.9,0,0,0,0,157,37.3,12.3,29.9,1,0,0,0,32.9,N,,N,Y,188,36.5,12.5,30.6,1,0,0,0,Trial-reel distribution only; not promoted,
R35V3,R35,Aug 3 – Aug 16,SRC-035,The 4 A.M. Fish Auction,A very early fish auction uses sensory footage and a short explainer arc.,2026-08-11,10:00 AM,Tuesday,Phase 1 — Hook,Hook Type,POV / Direct-address,POV: your alarm goes off at 3:30 for fish,Text overlay + matched opening audio,Vietnam,Culture / morning,41,N,5,Low,,100,39.3,13.3,32.5,0,0,0,0,164,38.8,13.4,32.7,0,1,0,0,34.4,N,,N,Y,170,39.1,13.1,32.0,0,1,0,0,Trial-reel distribution only; not promoted,
R35V4,R35,Aug 3 – Aug 16,SRC-035,The 4 A.M. Fish Auction,A very early fish auction uses sensory footage and a short explainer arc.,2026-08-11,10:00 AM,Tuesday,Phase 1 — Hook,Hook Type,Contrarian / Pattern-break,The best hour at this market happens before breakfast,Text overlay + matched opening audio,Vietnam,Culture / morning,41,N,2,Low,,125,36.5,9.8,23.8,0,0,0,0,163,37.1,10.6,26.0,1,1,0,0,32.6,N,,N,Y,174,36.5,10.9,26.5,1,1,0,0,Trial-reel distribution only; not promoted,
R35V5,R35,Aug 3 – Aug 16,SRC-035,The 4 A.M. Fish Auction,A very early fish auction uses sensory footage and a short explainer arc.,2026-08-11,10:00 AM,Tuesday,Phase 1 — Hook,Hook Type,Cold Open / Visual-only,[No opening text; start on the auctioneer hand signals and fish hitting ice],Existing visual/audio opening; hook layer removed,Vietnam,Culture / morning,41,N,4,Low,,104,36.5,13.3,32.4,0,0,0,0,159,34.6,12.4,30.3,1,1,0,0,31.6,N,,N,Y,171,33.9,12.8,31.1,1,1,0,0,Trial-reel distribution only; not promoted,
